2026-04-27 11:05:34,609 | DEBUG | [REQ-2026-04-27-9384-0001] | -------------------------------------------------------------------------------------------
2026-04-27 11:05:34,616 | DEBUG | [REQ-2026-04-27-9384-0001] | ---response_body:---{"msg":"success","code":0,"data":{"goods":{"id":"1","brand_id":"1","site_type":"-1","title":"MIUI\/小米 小米手机4 小米4代 MI4智能4G手机包邮 黑色 D-LTE（4G）\/TD-SCD","title_color":"","simple_desc":"","model":"","place_origin":"0","inventory":"888886","inventory_unit":"步","images":"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547450781101144.jpg","original_price":"3200.00","min_original_price":"3200.00","max_original_price":"3200.00","price":"2100.00","min_price":"2100.00","max_price":"2100.00","give_integral":"10","buy_min_number":"1","buy_max_number":"0","is_deduction_inventory":"1","is_shelves":"1","content_web":"<p style=\"margin:0;\"><img style=\"max-width:100%;margin:0;padding:0;display:block;\" src=\"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547450880620837.png\" title=\"1547450880620837.png\"\/><\/p><p style=\"margin:0;\"><img style=\"max-width:100%;margin:0;padding:0;display:block;\" src=\"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547450880750687.png\" title=\"1547450880750687.png\"\/><\/p><p style=\"margin:0;\"><img style=\"max-width:100%;margin:0;padding:0;display:block;\" src=\"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547450880917418.png\" title=\"1547450880917418.png\"\/><\/p><p style=\"margin:0;\"><br\/><\/p>","photo_count":"2","sales_count":"11","access_count":"6688","video":"","is_exist_many_spec":"0","spec_base":"","seo_title":"","seo_keywords":"","seo_desc":"","is_delete_time":"0","add_time":"2019-01-14 15:28:41","upd_time":"2021-04-26 19:03:02","price_container":{"price":"2100.00","min_price":"2100.00","max_price":"2100.00","original_price":"3200.00","min_original_price":"3200.00","max_original_price":"3200.00"},"goods_url":"http:\/\/shop-xo.hctestedu.com\/index.php?s=\/index\/goods\/index\/id\/1.html","photo":[{"id":"399","goods_id":"1","images":"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547450781101144.jpg","is_show":"1","sort":"0","add_time":"1574168666","images_old":"\/static\/upload\/images\/goods\/2019\/01\/14\/1547450781101144.jpg"},{"id":"400","goods_id":"1","images":"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547450818141662.jpg","is_show":"1","sort":"1","add_time":"1574168666","images_old":"\/static\/upload\/images\/goods\/2019\/01\/14\/1547450818141662.jpg"}],"images_old":"\/static\/upload\/images\/goods\/2019\/01\/14\/1547450781101144.jpg","video_old":"","place_origin_name":null,"brand_name":null,"specifications":{"choose":[]},"parameters":{"base":[],"detail":[]},"show_field_original_price_text":"原价","show_field_price_text":"销售价","plugins_view_panel_data":[],"plugins_view_icon_data":[],"is_favor":0,"comments_count":0,"category_names":["手机","女装"]},"common_cart_total":0,"buy_button":{"count":2,"data":[{"color":"main","type":"buy","title":"点此按钮到下一步确认购买信息","name":"立即购买","class":"buy-event login-event","icon":""},{"color":"second","type":"cart","title":"加入购物车","name":"加入购物车","class":"buy-event login-event","icon":"am-icon-opencart"}],"error":""}}}
2026-04-27 11:05:34,620 | DEBUG | [REQ-2026-04-27-9384-0001] | -------------------------------------------------------------------------------------------
2026-04-27 11:05:34,621 | INFO | [REQ-2026-04-27-9384-0001] | [AssertManager INIT] soft=True
2026-04-27 11:05:34,622 | INFO | [REQ-2026-04-27-9384-0001] | [SoftAssert 通过] 0 == 0
2026-04-27 11:05:34,622 | INFO | [REQ-2026-04-27-9384-0001] | [SoftAssert 通过] success == success
2026-04-27 11:05:34,623 | INFO | [REQ-2026-04-27-9384-0001] | [AssertManager] assert_all triggered
2026-04-27 11:05:34,623 | INFO | [REQ-2026-04-27-9384-0001] | [SoftAssert] ------全部断言通过------
2026-04-27 11:05:35,269 | DEBUG | [REQ-2026-04-27-9384-0002] | -------------------------------------------------------------------------------------------
2026-04-27 11:05:35,269 | DEBUG | [REQ-2026-04-27-9384-0002] | 请求信息:
2026-04-27 11:05:35,269 | DEBUG | [REQ-2026-04-27-9384-0002] | ---request_url:---http://shop-xo.hctestedu.com/index.php?s=/api/goods/detail
2026-04-27 11:05:35,269 | DEBUG | [REQ-2026-04-27-9384-0002] | ---request_headers:---{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate, br', 'Accept': '*/*', 'Connection': 'keep-alive', 'application': 'web', 'application_client_type': 'PC', 'Content-Length': '17', 'Content-Type': 'application/json'}
2026-04-27 11:05:35,269 | DEBUG | [REQ-2026-04-27-9384-0002] | ---request_body:---b'{"goods_id": "2"}'
2026-04-27 11:05:35,269 | DEBUG | [REQ-2026-04-27-9384-0002] | ---request_cookies:---<RequestsCookieJar[<Cookie PHPSESSID=so3oktr0gvde6gt8vue5dlbfqt for shop-xo.hctestedu.com/>]>
2026-04-27 11:05:35,269 | DEBUG | [REQ-2026-04-27-9384-0002] | ---request_method:---POST
2026-04-27 11:05:35,269 | DEBUG | [REQ-2026-04-27-9384-0002] | ---request_data:---{'goods_id': '2'}
2026-04-27 11:05:35,269 | DEBUG | [REQ-2026-04-27-9384-0002] | 响应信息:
2026-04-27 11:05:35,269 | DEBUG | [REQ-2026-04-27-9384-0002] | ---response_code:---200
2026-04-27 11:05:35,269 | DEBUG | [REQ-2026-04-27-9384-0002] | ---response_headers:---{'Server': 'nginx', 'Date': 'Mon, 27 Apr 2026 03:05:34 GMT', 'Content-Type': 'application/json; charset=utf-8', 'Transfer-Encoding': 'chunked', 'Connection': 'keep-alive', 'Vary': 'Accept-Encoding', 'Set-Cookie': 'PHPSESSID=so3oktr0gvde6gt8vue5dlbfqt; path=/; HttpOnly', 'Expires': 'Thu, 19 Nov 1981 08:52:00 GMT', 'Cache-Control': 'no-store, no-cache, must-revalidate', 'Pragma': 'no-cache', 'Content-Encoding': 'gzip'}
2026-04-27 11:05:35,269 | DEBUG | [REQ-2026-04-27-9384-0002] | ---response_body:---{"msg":"success","code":0,"data":{"goods":{"id":"2","brand_id":"2","site_type":"-1","title":"苹果（Apple）iPhone 6 Plus (A1524)移动联通电信4G手机 金色 16G","title_color":"","simple_desc":"","model":"iPhone 6 Plus","place_origin":"0","inventory":"7999986","inventory_unit":"步","images":"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547451274847894.jpg","original_price":"6000.00-7600.00","min_original_price":"6000.00","max_original_price":"7600.00","price":"4500.00-6800.00","min_price":"4500.00","max_price":"6800.00","give_integral":"30","buy_min_number":"1","buy_max_number":"0","is_deduction_inventory":"1","is_shelves":"1","content_web":"<p style=\"margin:0;\"><img style=\"max-width:100%;margin:0;padding:0;display:block;\" src=\"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547451595700972.jpg\" title=\"1547451595700972.jpg\"\/><\/p><p style=\"margin:0;\"><img style=\"max-width:100%;margin:0;padding:0;display:block;\" src=\"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547451595528800.jpg\" title=\"1547451595528800.jpg\"\/><\/p><p style=\"margin:0;\"><img style=\"max-width:100%;margin:0;padding:0;display:block;\" src=\"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547451595616298.jpg\" title=\"1547451595616298.jpg\"\/><\/p><p style=\"margin:0;\"><br\/><\/p>","photo_count":"2","sales_count":"44","access_count":"18112","video":"http:\/\/shop-xo.hctestedu.com\/static\/upload\/video\/goods\/2019\/01\/14\/1547458876723311.mp4","is_exist_many_spec":"1","spec_base":"","seo_title":"","seo_keywords":"","seo_desc":"","is_delete_time":"0","add_time":"2019-01-14 15:40:24","upd_time":"2021-04-26 19:03:02","price_container":{"price":"4500.00-6800.00","min_price":"4500.00","max_price":"6800.00","original_price":"6000.00-7600.00","min_original_price":"6000.00","max_original_price":"7600.00"},"goods_url":"http:\/\/shop-xo.hctestedu.com\/index.php?s=\/index\/goods\/index\/id\/2.html","photo":[{"id":"835","goods_id":"2","images":"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547451274847894.jpg","is_show":"1","sort":"0","add_time":"1609742104","images_old":"\/static\/upload\/images\/goods\/2019\/01\/14\/1547451274847894.jpg"},{"id":"836","goods_id":"2","images":"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547451576558478.jpg","is_show":"1","sort":"1","add_time":"1609742104","images_old":"\/static\/upload\/images\/goods\/2019\/01\/14\/1547451576558478.jpg"}],"images_old":"\/static\/upload\/images\/goods\/2019\/01\/14\/1547451274847894.jpg","video_old":"\/static\/upload\/video\/goods\/2019\/01\/14\/1547458876723311.mp4","place_origin_name":null,"brand_name":"佳洁士","specifications":{"choose":[{"id":"452","goods_id":"2","value":[{"name":"套餐一","images":""},{"name":"套餐二","images":""}],"name":"套餐","add_time":"2026-04-27 11:05:34"},{"id":"453","goods_id":"2","value":[{"name":"金色","images":"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547451274847894.jpg"},{"name":"银色","images":"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547451576558478.jpg"}],"name":"颜色","add_time":"2026-04-27 11:05:34"},{"id":"454","goods_id":"2","value":[{"name":"32G","images":""},{"name":"64G","images":""},{"name":"128G","images":""}],"name":"容量","add_time":"2026-04-27 11:05:34"}]},"parameters":{"base":[],"detail":[]},"show_field_original_price_text":"原价","show_field_price_text":"销售价","plugins_view_panel_data":[],"plugins_view_icon_data":[],"is_favor":0,"comments_count":0,"category_names":["手机","合约机","女装"]},"common_cart_total":0,"buy_button":{"count":2,"data":[{"color":"main","type":"buy","title":"点此按钮到下一步确认购买信息","name":"立即购买","class":"buy-event login-event","icon":""},{"color":"second","type":"cart","title":"加入购物车","name":"加入购物车","class":"buy-event login-event","icon":"am-icon-opencart"}],"error":""}}}
2026-04-27 11:05:35,273 | DEBUG | [REQ-2026-04-27-9384-0002] | -------------------------------------------------------------------------------------------
2026-04-27 11:05:35,273 | INFO | [REQ-2026-04-27-9384-0002] | [AssertManager INIT] soft=True
2026-04-27 11:05:35,273 | ERROR | [REQ-2026-04-27-9384-0002] | [SoftAssert 失败] 0 == 1
NoneType: None
2026-04-27 11:05:35,273 | INFO | [REQ-2026-04-27-9384-0002] | [SoftAssert 通过] success == success
2026-04-27 11:05:35,273 | INFO | [REQ-2026-04-27-9384-0002] | [AssertManager] assert_all triggered
2026-04-27 11:05:35,273 | ERROR | [REQ-2026-04-27-9384-0002] | [SoftAssert------断言不通过------
0 == 1
NoneType: None
2026-04-27 11:05:36,131 | DEBUG | [REQ-2026-04-27-9384-0003] | -------------------------------------------------------------------------------------------
2026-04-27 11:05:36,132 | DEBUG | [REQ-2026-04-27-9384-0003] | 请求信息:
2026-04-27 11:05:36,132 | DEBUG | [REQ-2026-04-27-9384-0003] | ---request_url:---http://shop-xo.hctestedu.com/index.php?s=/api/goods/detail
2026-04-27 11:05:36,132 | DEBUG | [REQ-2026-04-27-9384-0003] | ---request_headers:---{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate, br', 'Accept': '*/*', 'Connection': 'keep-alive', 'application': 'web', 'application_client_type': 'PC', 'Content-Length': '17', 'Content-Type': 'application/json'}
2026-04-27 11:05:36,132 | DEBUG | [REQ-2026-04-27-9384-0003] | ---request_body:---b'{"goods_id": "3"}'
2026-04-27 11:05:36,133 | DEBUG | [REQ-2026-04-27-9384-0003] | ---request_cookies:---<RequestsCookieJar[<Cookie PHPSESSID=76rhfbk5p8hh3bvjj67fhr9i4h for shop-xo.hctestedu.com/>]>
2026-04-27 11:05:36,133 | DEBUG | [REQ-2026-04-27-9384-0003] | ---request_method:---POST
2026-04-27 11:05:36,133 | DEBUG | [REQ-2026-04-27-9384-0003] | ---request_data:---{'goods_id': '3'}
2026-04-27 11:05:36,134 | DEBUG | [REQ-2026-04-27-9384-0003] | 响应信息:
2026-04-27 11:05:36,134 | DEBUG | [REQ-2026-04-27-9384-0003] | ---response_code:---200
2026-04-27 11:05:36,134 | DEBUG | [REQ-2026-04-27-9384-0003] | ---response_headers:---{'Server': 'nginx', 'Date': 'Mon, 27 Apr 2026 03:05:35 GMT', 'Content-Type': 'application/json; charset=utf-8', 'Transfer-Encoding': 'chunked', 'Connection': 'keep-alive', 'Vary': 'Accept-Encoding', 'Set-Cookie': 'PHPSESSID=76rhfbk5p8hh3bvjj67fhr9i4h; path=/; HttpOnly', 'Expires': 'Thu, 19 Nov 1981 08:52:00 GMT', 'Cache-Control': 'no-store, no-cache, must-revalidate', 'Pragma': 'no-cache', 'Content-Encoding': 'gzip'}
2026-04-27 11:05:36,134 | DEBUG | [REQ-2026-04-27-9384-0003] | ---response_body:---{"msg":"success","code":0,"data":{"goods":{"id":"3","brand_id":"2","site_type":"-1","title":"Samsung\/三星 SM-G8508S GALAXY Alpha四核智能手机 新品 闪耀白","title_color":"","simple_desc":"","model":"","place_origin":"0","inventory":"888885","inventory_unit":"步","images":"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547451909951171.jpg","original_price":"6866.00","min_original_price":"6866.00","max_original_price":"6866.00","price":"3888.00","min_price":"3888.00","max_price":"3888.00","give_integral":"20","buy_min_number":"1","buy_max_number":"0","is_deduction_inventory":"1","is_shelves":"1","content_web":"<p style=\"margin:0;\"><img style=\"max-width:100%;margin:0;padding:0;display:block;\" src=\"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547451947383902.jpg\" title=\"1547451947383902.jpg\"\/><\/p><p style=\"margin:0;\"><img style=\"max-width:100%;margin:0;padding:0;display:block;\" src=\"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547451947686990.jpg\" title=\"1547451947686990.jpg\"\/><\/p><p style=\"margin:0;\"><img style=\"max-width:100%;margin:0;padding:0;display:block;\" src=\"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547451947676180.jpg\" title=\"1547451947676180.jpg\"\/><\/p><p style=\"margin:0;\"><img style=\"max-width:100%;margin:0;padding:0;display:block;\" src=\"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547451947791154.jpg\" title=\"1547451947791154.jpg\"\/><\/p><p style=\"margin:0;\"><br\/><\/p>","photo_count":"2","sales_count":"7","access_count":"1699","video":"","is_exist_many_spec":"0","spec_base":"","seo_title":"","seo_keywords":"","seo_desc":"","is_delete_time":"0","add_time":"2019-01-14 15:46:47","upd_time":"2021-04-26 19:03:02","price_container":{"price":"3888.00","min_price":"3888.00","max_price":"3888.00","original_price":"6866.00","min_original_price":"6866.00","max_original_price":"6866.00"},"goods_url":"http:\/\/shop-xo.hctestedu.com\/index.php?s=\/index\/goods\/index\/id\/3.html","photo":[{"id":"663","goods_id":"3","images":"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547451909951171.jpg","is_show":"1","sort":"0","add_time":"1600151429","images_old":"\/static\/upload\/images\/goods\/2019\/01\/14\/1547451909951171.jpg"},{"id":"664","goods_id":"3","images":"http:\/\/shop-xo.hctestedu.com\/static\/upload\/images\/goods\/2019\/01\/14\/1547451936230948.jpg","is_show":"1","sort":"1","add_time":"1600151429","images_old":"\/static\/upload\/images\/goods\/2019\/01\/14\/1547451936230948.jpg"}],"images_old":"\/static\/upload\/images\/goods\/2019\/01\/14\/1547451909951171.jpg","video_old":"","place_origin_name":null,"brand_name":"佳洁士","specifications":{"choose":[]},"parameters":{"base":[],"detail":[]},"show_field_original_price_text":"原价","show_field_price_text":"销售价","plugins_view_panel_data":[],"plugins_view_icon_data":[],"is_favor":0,"comments_count":0,"category_names":["手机","合约机","男装"]},"common_cart_total":0,"buy_button":{"count":2,"data":[{"color":"main","type":"buy","title":"点此按钮到下一步确认购买信息","name":"立即购买","class":"buy-event login-event","icon":""},{"color":"second","type":"cart","title":"加入购物车","name":"加入购物车","class":"buy-event login-event","icon":"am-icon-opencart"}],"error":""}}}
2026-04-27 11:05:36,135 | DEBUG | [REQ-2026-04-27-9384-0003] | -------------------------------------------------------------------------------------------
2026-04-27 11:05:36,135 | INFO | [REQ-2026-04-27-9384-0003] | [AssertManager INIT] soft=True
2026-04-27 11:05:36,135 | INFO | [REQ-2026-04-27-9384-0003] | [SoftAssert 通过] 0 == 0
2026-04-27 11:05:36,135 | INFO | [REQ-2026-04-27-9384-0003] | [SoftAssert 通过] success == success
2026-04-27 11:05:36,136 | INFO | [REQ-2026-04-27-9384-0003] | [AssertManager] assert_all triggered
2026-04-27 11:05:36,136 | INFO | [REQ-2026-04-27-9384-0003] | [SoftAssert] ------全部断言通过------
2026-04-27 11:05:36,859 | DEBUG | [REQ-2026-04-27-9384-0004] | -------------------------------------------------------------------------------------------
2026-04-27 11:05:36,859 | DEBUG | [REQ-2026-04-27-9384-0004] | 请求信息:
2026-04-27 11:05:36,859 | DEBUG | [REQ-2026-04-27-9384-0004] | ---request_url:---http://shop-xo.hctestedu.com/index.php?s=/api/goods/detail
2026-04-27 11:05:36,859 | DEBUG | [REQ-2026-04-27-9384-0004] | ---request_headers:---{'User-Agent': 'python-requests/2.27.1', 'Accept-Encoding': 'gzip, deflate, br', 'Accept': '*/*', 'Connection': 'keep-alive', 'application': 'web', 'application_client_type': 'PC', 'Content-Length': '18', 'Content-Type': 'application/json'}
2026-04-27 11:05:36,859 | DEBUG | [REQ-2026-04-27-9384-0004] | ---request_body:---b'{"goods_id": "11"}'
2026-04-27 11:05:36,859 | DEBUG | [REQ-2026-04-27-9384-0004] | ---request_cookies:---<RequestsCookieJar[<Cookie PHPSESSID=9jjsiu3r1ugvf7plh5gahlac9i for shop-xo.hctestedu.com/>]>
2026-04-27 11:05:36,859 | DEBUG | [REQ-2026-04-27-9384-0004] | ---request_method:---POST
2026-04-27 11:05:36,859 | DEBUG | [REQ-2026-04-27-9384-0004] | ---request_data:---{'goods_id': '11'}
2026-04-27 11:05:36,862 | DEBUG | [REQ-2026-04-27-9384-0004] | 响应信息:
2026-04-27 11:05:36,862 | DEBUG | [REQ-2026-04-27-9384-0004] | ---response_code:---200
2026-04-27 11:05:36,863 | DEBUG | [REQ-2026-04-27-9384-0004] | ---response_headers:---{'Server': 'nginx', 'Date': 'Mon, 27 Apr 2026 03:05:35 GMT', 'Content-Type': 'application/json; charset=utf-8', 'Transfer-Encoding': 'chunked', 'Connection': 'keep-alive', 'Vary': 'Accept-Encoding', 'Set-Cookie': 'PHPSESSID=9jjsiu3r1ugvf7plh5gahlac9i; path=/; HttpOnly', 'Expires': 'Thu, 19 Nov 1981 08:52:00 GMT', 'Cache-Control': 'no-store, no-cache, must-revalidate', 'Pragma': 'no-cache', 'Content-Encoding': 'gzip'}
